,original text,fwd_translated,rev_translated
1784," Tom, today we'll be discussing CHANGE with @LollyDaskal and @TalkDoc2. Excited to hear your insights.","Tom, hoy discutiremos CAMBIO con @LollyDaskal y @TalkDoc2. Emocionados por escuchar tus ideas.","Tom, today we will discuss CHANGE with @LollyDaskal and @TalkDoc2. Excited to hear your ideas."
1785," Hey @KimWood, I'm tweeting from my hotel bed and unfortunately you're not here.","Hey @KimWood, estoy tuiteando desde mi cama de hotel y desafortunadamente no estás aquí.","Hey @KimWood, I'm tweeting from my hotel bed and unfortunately you're not here."
1786," @memith is correct. There are openings involved, and objects that typically fill those openings.","@memith es correcto. Hay aperturas involucradas, y objetos que normalmente llenan esas aberturas.","@memith is correct. There are openings involved, and objects that normally fill those openings."
1787," @mistygirlph, I'm grateful for your support and comment. Now, I'm headed to the beach with Dylan for the day.","@mistygirlph, estoy agradecido por su apoyo y comentario. Ahora, me dirijo a la playa con Dylan por el día.","@mistygirlph, I am grateful for your support and comment. Now, I head to the beach with Dylan for the day."
1788," @mumphlett I attempted, but there was no signal available.","@mumphlett Lo intenté, pero no había señal disponible.","@mumphlett I tried, but there was no signal available."
1789, @CharlesGokey enjoyed a salad with dressing on the side.,@CharlesGokey disfrutó de una ensalada con aderezo al lado.,@CharlesGokey enjoyed a salad with dressing next door.
1790," @LesleyLambert, I am gaining knowledge about invasive plants before I start exploring.","@LesleyLambert, estoy ganando conocimiento sobre plantas invasivas antes de empezar a explorar.","@LesleyLambert, I'm gaining knowledge about invasive plants before I start exploring."
1791, @GuyNGirlTravels. The cheesecake is really good!! We also got bread for later. OMG!,@GuyNGirlTravels. El pastel de queso es realmente bueno!! También tenemos pan para más tarde. OMG!,@GuyNGirlTravels. Cheese cake is really good!! We also have bread for later. OMG!
1792, I love being crazy and we are friends because we are amazing.,Me encanta estar loco y somos amigos porque somos increíbles.,I love being crazy and we're friends because we're amazing.
1793, @brinckey7 thanked me and cried on my shoulder for an hour before falling asleep.,@brinckey7 me dio las gracias y lloró sobre mi hombro durante una hora antes de dormir.,@brinckey7 thanked me and cried over my shoulder for an hour before bedtime.
1794," I have recently received ""Bedtime Stories"" and am currently watching it.","Recientemente he recibido ""Bedtime Stories"" y actualmente lo estoy viendo.","I've recently received ""Bedtime Stories"" and I'm currently seeing it."
1795," Yes, you can win tickets on Hitz.fm. Unfortunately, I cannot join, but I still want to go! Gaga!","Sí, puedes ganar entradas en Hitz.fm. Desafortunadamente, no puedo unirme, pero todavía quiero ir! Gaga!","Yeah, you can win tickets at Hitz.fm. Unfortunately, I can't join, but I still want to go! Gaga!"
1796, @iLoveNickJ4LIFE shares a humorous remark that reflects their current emotions and then asks how someone else's day was.,@iLoveNickJ4LIFE comparte un comentario humorístico que refleja sus emociones actuales y luego pregunta cómo fue el día de otra persona.,@iLoveNickJ4LIFE shares a humorous comment that reflects her current emotions and then asks how someone else's day went.
1797, I feel shaky and have a headache. The packing process is not going smoothly.,Me siento tembloroso y tengo dolor de cabeza.,I feel shaky and I have a headache.
1798, It seems like you're already ahead of the game.,Parece que ya estás por delante del juego.,Looks like you're way ahead of the game.
1799, Looking for a tool to locate duplicate CSS styles in a sheet as I accidentally copied them twice. Any suggestions for apps or programs?,Buscando una herramienta para localizar estilos CSS duplicados en una hoja ya que los copié accidentalmente dos veces. ¿Alguna sugerencia para aplicaciones o programas?,Looking for a tool to locate duplicate CSS styles on a sheet as I accidentally copied them twice. Any suggestions for applications or programs?
1800," I made a false statement earlier. I couldn't resist my cravings and ended up staying up late watching George Lopez. As a result, I won't be able to do my community service tomorrow. LOL.","Hice una declaración falsa antes. No pude resistir mis ansias y terminé durmiendo hasta tarde viendo a George López. Como resultado, no podré hacer mi servicio comunitario mañana.","I made a false statement earlier. I couldn’t resist my cravings and ended up sleeping late seeing George Lopez. As a result, I won’t be able to do my community service tomorrow."
1801, Check out the beautiful blog from @manobluedesign for Feng Shui Cures that can help bring success to your home office.,Echa un vistazo al hermoso blog de @manobluedesign para Feng Shui Curas que puede ayudar a traer éxito a su oficina en casa.,Check out the beautiful blog of @manobluedesign for Feng Shui Curas that can help bring success to your home office.
1802," @kushanmitra: ""Ha! Yeah, I may be in a wheelchair now, but at least I'm with Chitrangada.""","@kushanmitra: ""¡Ja! Sí, puede que esté en una silla de ruedas ahora, pero al menos estoy con Chitrangada.""","@kushanmitra: ""Ha! Yes, I may be in a wheelchair now, but at least I'm with Chitrangada."""
1803," Although he didn't mention anything specific about my response to visiting New Orleans, he did make the effort to reach out and respond to me.","Aunque no mencionó nada específico sobre mi respuesta a mi visita a Nueva Orleans, hizo el esfuerzo de llegar y responder a mí.","Although he did not mention anything specific about my response to my visit to New Orleans, he made the effort to come and respond to me."
1804," @janicejenelle expressed gratitude and mentioned that she may have identified the location of something and hopes it can be found there, possibly in a car.","@janicejenelle expresó su gratitud y mencionó que puede haber identificado la ubicación de algo y espera que se pueda encontrar allí, posiblemente en un coche.","@janicejenelle expressed his gratitude and mentioned that he may have identified the location of something and hopes that it can be found there, possibly in a car."
1805, I secretly and slightly miss it.,Lo extraño en secreto y un poco.,I miss him secretly and a little bit.
1806, @indiaess is very fortunate to have a really cool mother. She's one of the coolest mothers ever.,@indiaess es muy afortunada de tener una madre muy cool. Ella es una de las madres más cool nunca.,@indiaess is very lucky to have a very cool mother. She is one of the coolest mothers ever.
1807," Many of us are going, including me and Josh. I'm excited and looking forward to it!","Muchos de nosotros vamos, incluyendo Josh y yo. ¡Estoy emocionado y con ganas de hacerlo!","A lot of us are going, including Josh and me. I'm excited and eager to do it!"
1808," @WeeWifie1981, I am sorry to hear that you are sick. Please get well soon. Sending you lots of hugs. X","@WeeWifie1981, siento oír que estás enfermo. Por favor, ponte bien pronto. Enviándote muchos abrazos. X","@WeeWifie1981, sorry to hear you're sick. Please get well soon. Sending you many hugs. X"
1809, I'm heading off to do some laundry that I really need to get done before it starts raining.,Me voy a lavar algo que necesito hacer antes de que empiece a llover.,I'm gonna wash something I need to do before it starts raining.
1810," @nufger, I am sorry for your loss. I understand how difficult it can be, as I have experienced it myself.","@nufger, lo siento por su pérdida. Entiendo lo difícil que puede ser, como lo he experimentado yo mismo.","@nufger, sorry for your loss. I understand how difficult it can be, as I experienced it myself."
1811," @mediocre_mum, you can avail a discount of $2,000.","@mediocre_mum, puedes hacer un descuento de $2,000.","@mediocre_mum, you can make a discount of $2,000."
1812," @hanuman @lee_jordan It seems like there are many people at the meeting. I hope it's going well. I enjoyed the last spag junc one. I wish I could have been there, but I have a lot going on.","@hanuman @lee_jordan Parece que hay mucha gente en la reunión. Espero que esté yendo bien. Disfruté del último junc de spag. Desearía haber estado allí, pero tengo muchas cosas que hacer.","@hanuman @lee_jordan It looks like there are a lot of people at the meeting. I hope it’s going well. I enjoyed the last spag Junc. I wish I had been there, but I have a lot of things to do."
